"APPLICATION_NUMBER","USE_STATUS","DIRECT_SEASON_START_MONTH_1","DIRECT_DIV_SEASON_END_MONTH_1","DIRECT_SEASON_START_MONTH_2","DIRECT_DIV_SEASON_END_MONTH_2","STORAGE_SEASON_START_MONTH_1","STORAGE_SEASON_END_MONTH_1","STORAGE_SEASON_START_MONTH_2","STORAGE_SEASON_END_MONTH_2"
"A027460","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027478","Migrated from old WRIMS data",2,5,NA,NA,NA,NA,NA,NA
"A027478","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A027479","Migrated from old WRIMS data",5,11,NA,NA,NA,NA,NA,NA
"A027523","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A027523","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A027523","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A027523","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A027541","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A027541","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A027541","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A027541","Migrated from old WRIMS data",10,6,NA,NA,10,6,NA,NA
"A027541","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A027541","Migrated from old WRIMS data",10,6,NA,NA,10,6,NA,NA
"A027541","Migrated from old WRIMS data",NA,NA,NA,NA,10,6,NA,NA
"A027541","Migrated from old WRIMS data",10,6,NA,NA,10,6,NA,NA
"A027557","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027557","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027557","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027557","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027557","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027557","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027581","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A027582","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A027582","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A027583","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A027583","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A027584","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A027596","Requested when filed",4,6,NA,NA,1,6,NA,NA
"A027596","Requested when filed",NA,NA,NA,NA,1,6,NA,NA
"A027702","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027702","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027702","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027707","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A027707","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A027707","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A027707","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A027757","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027791","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027791","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027791","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027791","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027841","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027841","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A027892","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A027892","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A027892","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A027892","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A027941","Migrated from old WRIMS data",6,10,NA,NA,10,5,NA,NA
"A027941","Migrated from old WRIMS data",6,10,NA,NA,10,5,NA,NA
"A027941","Migrated from old WRIMS data",6,10,NA,NA,10,5,NA,NA
"A027941","Migrated from old WRIMS data",6,10,NA,NA,10,5,NA,NA
"A027941","Migrated from old WRIMS data",6,10,NA,NA,10,5,NA,NA
"A027942","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A027942","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A027943","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027943","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027943","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027943","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027943","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027943","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027953","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027953","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027953","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A027955","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A027992","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A027992","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A027992","Requested when filed",NA,NA,NA,NA,11,4,NA,NA
"A028116","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A028116","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A028116","Migrated from old WRIMS data",NA,NA,NA,NA,12,6,NA,NA
"A028127","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028127","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028127","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028127","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028127","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028176","Requested when filed",NA,NA,NA,NA,10,4,NA,NA
"A028176","Requested when filed",NA,NA,NA,NA,10,4,NA,NA
"A028319","Migrated from old WRIMS data",10,6,NA,NA,NA,NA,NA,NA
"A028319","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A028320","Migrated from old WRIMS data",10,6,NA,NA,NA,NA,NA,NA
"A028320","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A028365","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028370","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028370","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028370","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028370","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028386","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028386","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028386","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028402","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028402","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028632","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028632","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028632","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028632","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028633","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028633","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028633","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028633","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028635","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028635","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028635","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028636","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028636","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028636","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028636","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028636","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028640","Migrated from old WRIMS data",5,11,NA,NA,11,3,NA,NA
"A028640","Migrated from old WRIMS data",5,11,NA,NA,11,3,NA,NA
"A028640","Migrated from old WRIMS data",5,11,NA,NA,11,3,NA,NA
"A028640","Migrated from old WRIMS data",5,11,NA,NA,11,3,NA,NA
"A028641","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028641","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028641","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028641","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028642","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028642","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028642","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028643","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028643","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028643","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028643","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028643","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028643","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028647","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028647","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028647","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028647","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028647","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028648","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028648","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028648","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028648","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028648","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028648","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028649","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028649","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028649","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028650","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028650","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028651","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028651","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028651","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028653","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028653","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028653","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028653","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028668","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A028676","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028676","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028676","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028676","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028676","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A028715","Migrated from old WRIMS data",1,12,NA,NA,11,4,NA,NA
"A028715","Migrated from old WRIMS data",1,12,NA,NA,11,4,NA,NA
"A028715","Migrated from old WRIMS data",1,12,NA,NA,11,4,NA,NA
"A028738","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A028738","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A028786","Migrated from old WRIMS data",1,12,NA,NA,4,11,NA,NA
"A028786","Migrated from old WRIMS data",1,12,NA,NA,4,11,NA,NA
"A028786","Migrated from old WRIMS data",1,12,NA,NA,4,11,NA,NA
"A028787","Migrated from old WRIMS data",NA,NA,NA,NA,4,11,NA,NA
"A028787","Migrated from old WRIMS data",NA,NA,NA,NA,4,11,NA,NA
"A028787","Migrated from old WRIMS data",NA,NA,NA,NA,4,11,NA,NA
"A028790","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028790","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028824","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A028824","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A028824","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A028824","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A028828","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028828","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028854","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A028855","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028855","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028855","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A028860","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A028878","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A028886","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A028925","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028925","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028925","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A028926","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028926","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028926","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028926","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028927","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028927","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A028927","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029044","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029044","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029070","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029070","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029070","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029086","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A029086","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A029086","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A029087","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A029108","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A029108","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A029108","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A029108","Migrated from old WRIMS data",NA,NA,NA,NA,12,4,NA,NA
"A029122","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"A029122","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A029122","Migrated from old WRIMS data",NA,NA,NA,NA,1,12,NA,NA
"A029122","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A029122","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A029199","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A029199","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A029199","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A029202","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A029202","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A029202","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A029203","Migrated from old WRIMS data",3,3,NA,NA,NA,NA,NA,NA
"A029267","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A029267","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A029272","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A029277","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A029277","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A029327","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029327","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029332","Migrated from old WRIMS data",3,11,NA,NA,NA,NA,NA,NA
"A029333","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029333","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029338","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029338","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029338","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029338","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029338","",NA,NA,NA,NA,NA,NA,NA,NA
"A029372","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029372","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029372","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029397","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A029397","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A029397","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A029401","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029401","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029401","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029401","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029405","Migrated from old WRIMS data",5,8,NA,NA,11,5,NA,NA
"A029405","Migrated from old WRIMS data",NA,NA,NA,NA,11,5,NA,NA
"A029406","Migrated from old WRIMS data",6,6,NA,NA,NA,NA,NA,NA
"A029406","Migrated from old WRIMS data",6,6,NA,NA,NA,NA,NA,NA
"A029411","Migrated from old WRIMS data",3,11,NA,NA,NA,NA,NA,NA
"A029412","Migrated from old WRIMS data",3,11,NA,NA,NA,NA,NA,NA
"A029418","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A029418","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A029418","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A029418","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A029419","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A029419","Migrated from old WRIMS data",3,7,NA,NA,11,6,NA,NA
"A029437","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A029437","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029462","Migrated from old WRIMS data",1,12,NA,NA,12,3,NA,NA
"A029462","",5,11,5,11,12,3,NA,NA
"A029462","Migrated from old WRIMS data",1,12,NA,NA,NA,NA,NA,NA
"A029467","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029467","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029467","Migrated from old WRIMS data",NA,NA,NA,NA,11,4,NA,NA
"A029479","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029479","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029479","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029479","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029479","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029480","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029480","",NA,NA,NA,NA,NA,NA,NA,NA
"A029480","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029480","",NA,NA,NA,NA,NA,NA,NA,NA
"A029480","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029495","Requested when filed",NA,NA,NA,NA,10,4,NA,NA
"A029495","Migrated from old WRIMS data",NA,NA,NA,NA,10,5,NA,NA
"A029502","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A029502","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A029502","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A029502","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A029512","Requested when filed",NA,NA,NA,NA,11,3,NA,NA
"A029512","Requested when filed",NA,NA,NA,NA,11,3,NA,NA
"A029515","Requested when filed",NA,NA,NA,NA,11,3,NA,NA
"A029517","Migrated from old WRIMS data",9,11,NA,NA,NA,NA,NA,NA
"A029538","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029538","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029538","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029538","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029547","Migrated from old WRIMS data",NA,NA,NA,NA,1,1,NA,NA
"A029547","Migrated from old WRIMS data",NA,NA,NA,NA,1,1,NA,NA
"A029547","Migrated from old WRIMS data",NA,NA,NA,NA,3,10,NA,NA
"A029547","Migrated from old WRIMS data",NA,NA,NA,NA,1,1,NA,NA
"A029547","Migrated from old WRIMS data",NA,NA,NA,NA,3,10,NA,NA
"A029547","Migrated from old WRIMS data",NA,NA,NA,NA,3,10,NA,NA
"A029547","Migrated from old WRIMS data",NA,NA,NA,NA,1,1,NA,NA
"A029547","Migrated from old WRIMS data",NA,NA,NA,NA,3,10,NA,NA
"A029562","Requested when filed",11,2,NA,NA,10,5,NA,NA
"A029562","Requested when filed",11,2,NA,NA,10,5,NA,NA
"A029591","Migrated from old WRIMS data",2,5,NA,NA,NA,NA,NA,NA
"A029592","Migrated from old WRIMS data",1,6,11,12,NA,NA,NA,NA
"A029592","Migrated from old WRIMS data",4,6,NA,NA,NA,NA,NA,NA
"A029595","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A029599","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029599","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A029599","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A029599","Migrated from old WRIMS data",NA,NA,NA,NA,11,3,NA,NA
"A029610","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029610","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029610","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029610","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029616","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A029628","Migrated from old WRIMS data",NA,NA,NA,NA,3,6,NA,NA
"A029632","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A029632","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A029632","Migrated from old WRIMS data",NA,NA,NA,NA,11,6,NA,NA
"A029662","Requested when filed",4,10,NA,NA,NA,NA,NA,NA
"A029671","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A029671","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A029671","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A029682","Requested when filed",NA,NA,NA,NA,10,5,NA,NA
"A029719","Migrated from old WRIMS data",4,6,NA,NA,11,4,NA,NA
"A029723","Migrated from old WRIMS data",3,5,NA,NA,NA,NA,NA,NA
"A029755","Migrated from old WRIMS data",NA,NA,NA,NA,10,3,NA,NA
"A029755","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029755","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029755","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029772","",NA,NA,NA,NA,NA,NA,NA,NA
"A029789","Migrated from old WRIMS data",7,10,NA,NA,NA,NA,NA,NA
"A029789","Migrated from old WRIMS data",7,10,NA,NA,NA,NA,NA,NA
"A029802","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A029802","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A029802","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A029802","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A029802","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A029847","Added under section 798 of Regs",NA,NA,NA,NA,10,4,NA,NA
"A029847","Added under section 798 of Regs",NA,NA,NA,NA,10,4,NA,NA
"A029847","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A029847","Migrated from old WRIMS data",NA,NA,NA,NA,10,4,NA,NA
"A029848","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029848","Migrated from old WRIMS data",NA,NA,NA,NA,12,3,NA,NA
"A029848","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029849","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029849","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029849","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029849","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029849","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029850","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029850","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029850","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
"A029858","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029858","Migrated from old WRIMS data",NA,NA,NA,NA,NA,NA,NA,NA
"A029858","Added under section 798 of Regs",NA,NA,NA,NA,NA,NA,NA,NA
